id,tweet,label
1907563171,RT @yojudenz: These California Wildfires Are _ÑÉAmong The Most Destructive Fire Events In US History_Ñé https://t.co/pzXY4C1Lar via @DCClothesl_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563172,RT @kpfa: @democracynowAs Deadly #Wildfires Rage in California  a Look at How Global Warming Fuels Decades of Forest Fireshttps://t.co/Nj_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563173,Updated coverage from this @sfchronicle article on the #Napa #Sonoma fires https://t.co/p54TihfC9o #napafire_Ñ_ https://t.co/zzvA5UEnv6,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563174,RT @GOP: ICYMI: @POTUS has approved a disaster declaration in response to the California wildfires. https://t.co/QBjzQpbNWE,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563175,Massive wildfires in Napa and Sonoma counties burn structures  force evacuations https://t.co/KbU0spZQDV via @SFGate #napa #sonoma <3 to all,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563176,Massive fires in Napa and Sonoma burn hundreds of homes and businesses  force evacuations  close hospitals  https://t.co/mzC9P6cOeX,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563177,At least 10 killed by wildfires in California wine country https://t.co/EhXQ6eICuK #Heatwave #Wildfires https://t.co/i3buP5Qz1b,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563178,Evacuations widened as Northern California wildfires spread to 170000 acres with at least 23 dead_Ñ_ https://t.co/qNhGpRKf1y,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563179,RT @CNN: More evacuations were ordered on Tuesday evening as wildfires raged across California  killing at least 17 people https://t.co/AnV_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563180,RT @KTVU: WATCH: Rep. Mike Thompson is talking about getting FEMA help for wine country wildfires https://t.co/Yg6Pmj5Gil https://t.co/pYj9_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563181,RT @CBSLA: Reports of looting as Northern California cities clear out to escape wildfires. Firefighters fear return of winds. https://t.co/_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563182,RT @wsbtv: BREAKING (@AP): Fire official says catastrophic wildfires in California wine country have killed 21 people. Updates  on Ch. 2 st_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563183,RT @Ride_Argyle: #GreenArgyle bus driver Silvano Rastelli has lost his home + cat in the NorCal wildfires. To help: https://t.co/Qr8lYlj1yh,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563184,RT @dancetoACJ: Thousands flee as wildfires ravage California; at least 17 killed - ABC News - https://t.co/CYLjVQd1OP via @ABC,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563186,#Wildfires in No. California force evacuation of at least 2 hospitals and numerous neighborhoods_Ñ_ https://t.co/AMyv3jMAye,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563188,RT @CBNNews: Apocalyptic California Wildfires Kill 10  Injure 100 as Tens of Thousands Flee for Their Lives https://t.co/Mga5R91KiM,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563191,RT ABC: California governor declares state of emergency in five counties due to deadly wildfires. _Ñ_ https://t.co/fmukWXqY25,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563192,Crazy situation in California with the wildfires. 18 different fires burning over 1500 homes burned and 10 people dead. 57000 acres burned.,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563194,RT @irishtimesvideo: ___ VIDEO: US authorities are struggling to contain the spread of wildfires throughout California https://t.co/QbmNjfDlY_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563195,Wildfires in California have incinerated entire neighborhoods. A state of emergency declared for 3 counties. https://t.co/rFHr65h7mK,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563196,RT @ewnreporter: #Wildfires At least 10 people are dead in wildfires that ravaged Northern parts of California in the U.S. SZ,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563197,RT @GMA: COMING UP ON @GMA: At least 23 dead in horrific California wildfires  hundreds missing https://t.co/5Drn81Dr9g,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563198,List of #MutualAid resources grows as the battle continues on wildfires Wishing those on the front lines a safe day_Ñ_ https://t.co/zzSpbqSP22,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563200,#BREAKING AP: 2 more people confirmed dead bringing total in N Bay wildfires to 3 deaths @nbcbayarea LIVESTREAM https://t.co/LtZ45Y94gI,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563201,RT @NotNormalIndstr: If you know #SantaRosa  wow  very close to dense residential areas. #TubbsFire Several major #wildfires from #Napa to_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563202,RT @PopnMatters: A group of children is aiming to sue 47 nations over links between #ClimateChange and #wildfires via @newscientist_Ñ_ ,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563204,One of the stories we're following this morning - the deadly wildfires in Northern California https://t.co/YVWRFVX1VI @wluctv6,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563205,'It Looked Like the Apocalypse.' California Residents Watch in Horror as Wildfires Destroy Their Homes - TIME https://t.co/Uh43M7ZBnt,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563206,Northern California wildfires claim at least 17 lives as more than 100K acres burn: https://t.co/KNCXVfvwBn via @AOL,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563208,RT @svdpusadisaster: _ÑÉPure devastation_Ñé: At least 17 dead as California wildfires continue to spread - The Washington Post https://t.co/SUN_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563209,A Red Flag Warning and a Wind Advisory are in effect for parts of #California. Wildfires are_Ñ_ https://t.co/kM5IfKQcGz,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563210,RT @scroll_in: At least 10 killed in North California wildfires  thousands forced to evacuate https://t.co/1ruYh4yswu https://t.co/h00taMFF_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563212,A couple that was married for 75 years died in the Northern California wildfires https://t.co/zUSFDh2O4X https://t.co/WBrQoDiCoI,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563214,RT @Fundly: Six ways you can provide support to Northern California Wildfires #NapaFire #SonomaFire https://t.co/6IOOaOzgry https://t.co/dV_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563216,RT @ABC30: #BREAKING Death toll climbs to 10 as apocalyptic wildfires destroy parts of north Bay Areahttps://t.co/qTESYOkfej,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563217,RT @JHarringtonTV: Listen: Pure panic  people north of #SanFrancisco move out of the way of furious #wildfires | @CBCAlerts @CBCTheNational_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563218,Report: Henry Cejudo suffered broken ankle trying to escape Wine Country fires : https://t.co/dWVrTmtMjN https://t.co/w5VvALJafn,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563220,RT @Conservatexian: News post: "More than 100 reported missing as wildfires devastate California" https://t.co/3F3L9bAdpS,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563221,22 distinct wildfires in N California's wine country since Sunday: 23 dead  hundreds missing in #JihaiWineAttacks?https://t.co/fUU0P6Vht5,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563222,JUST IN: Although not under "immediate threat " Sonoma State University closes campus amid deadly wildfires. https://t.co/EXKhF6vD9i,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563223,Reports: Wildfires rage across northern California as thousands evacuate via FOX NEWS https://t.co/St3n0LSHZN https://t.co/X3H4pirrOS,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563224,US: At least 21 people have died and 670 are reported missing in northern California wildfires_Ñ_ https://t.co/4V2ctPNZcM,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563225,Please consider donating to Pacific Union's Wine Country Fund to help those affected by this week's wildfires:_Ñ_ https://t.co/S5MieTmgc1,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563227,RT @dfirgs: EPA Says It Will Repeal Key Obama-Era Climate Plan At Least 10 Dead in California Wildfires **Nothing to See Here_Ñ_ ,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563229,VCA Animal Hospitals : Offers Free Boarding for Pets Affected by Northern California Wildfires https://t.co/1Fpt2HSHN7,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563230,How to help California wildfire victims: Where to donate money  goods  housing to Napa Valley https://t.co/DxxvgdJFu3 #WineCountryWildfires,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563231,BBCNEWS 3:20am Pictures 1mm NOAACALIFORNIA WILDFIRES. At least 1O people killed by fast-spreading firesCALIFORNIA WILDFIRES. At...,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563232,Hurricanes  wildfires  and earthquakes have been ravaging the nation  leaving hundreds of thousands of Americans in_Ñ_ https://t.co/pi06Ob7E8p,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563233,RT @SchwartzNow: - No air support- Wake up GovernorMT: @Krisnbc Live - #CA #Wildfires in #Napa #Sonoma counties...mass evacuations https_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563234,At least 10 people have died as over a thousand homes and businesses are destroyed by wildfires in northern CA. https://t.co/qwInUfEFGn,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563236,RT @jhm48: Vine yards wiped out by fire.California fires: Deadly wildfires sweep through wine country - https://t.co/xegmjkc0S4,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563237,RT @Truthdig: Current devastation from the California wildfires: at least 17 people dead  3 500 homes and businesses destroyed. https://t.c_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563238,cnni: At least 10 people have been killed as 15 wildfires raged across Northern California  authorities say_Ñ_ https://t.co/6jbZRadAQu,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563239,Terrifying photos show deadly wildfires rampaging across California  fed by wicked winds https://t.co/FZvOn3IAUB #napafires via mashable,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563241,RT @Chris_1791: Wind-whipped wildfires sweep through California wine country https://t.co/ZP0vhC4cQB via @foxnews https://t.co/zpM0GnEmyY,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563242,RT @NBCNightlyNews: @nbcbayarea We'll have the latest on the California wildfires coming up tonight on @NBCNightlyNews. https://t.co/fjoSxH_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563243,A #police officer recorded this dash footage as he drove through the #California wildfire https://t.co/jwQp869MrR,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563244,#Israel #EURONEWS #NEWS broadcast by #EMET_NEWS_PRESS: Wildfires sweep through California's wine region https://t.co/1E5MWQvQvO,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563245,RT @willbarrett_1: At least 15 people have been killed and another 100 injured in California's fast moving firestorm https://t.co/TcT7b7o4T0,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563246,RT @CapRadioNews: State officials are holding a press conference on Northern California #wildfires shortly. Watch here: https://t.co/T7lnqf_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563247,@j_Borders @realDonaldTrump I mean 10 dead in Cali from wildfires  the soldiers killed in Niger. But no  tweets about the NFL.  Sigh,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563248,Photos: California Wildfires Burn Napa Valley Wine Country and Force Evacuations https://t.co/CLJcUWoEOa via @yahooNewsUK,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563252,#News via #NPR: Winds are expected to pick up and possibly refuel the wildfires spreading across northern Californ_Ñ__Ñ_ https://t.co/rZpuZTdWuS,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563253,RT @TheAnimalRescue: As wildfires blazed through California and thousands of people evacuated to safety  77-year-old Peter Lang stayed... h_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563255,RT @PaulHBeckwith: California #Firestorm: More than 1500 Structures Lost  Mass Evacuations from Napa to Anaheim #wildfires #wildfire  https_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563257,RT @RedheadAndRight: Fires broke out at once. Arson? #wildfires At least 10 dead  thousands evacuated as wildfire ravagesë_California: htt_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563258,AERIAL FOOTAGE: View of a #SantaRosa  #California_ÑÊ neighborhood wiped out by the #wildfires. https://t.co/Pf4PQkVL6k,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563259,The wildfires have made air quality in San Francisco scary bad https://t.co/Ye1rFZamnV via @SeldonEurope https://t.co/8Lzpz5yNWm,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563260,RT @CanadaMoments: At least 11 people have been killed and over 1 500 homes burned by wildfires across parts of Northern California. https:_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563261,RT @KrisNBC: We're on the air right now as #wildfires in #Napa and #Sonoma counties prompt mass evacuations. @nbcbayareahttps://t.co/OuTy8_Ñ_,Information originating from eyewitnesses of the event or of response/recovery operations  or from their family  friends  neighbors  etc.
1907563262,Residents took stock of their shattered lives Tuesday while fire destroyed homes and businesses and kept burninghttps://t.co/c1EHJT6V9t,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563263,Overwhelming Cause of California Wildfires: Humans - National Geographic - Latest Stories news.nationalgeographic_Ñ_ https://t.co/0E3MwRi2Go,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563264,#News via #FOXNEWS "The Latest: California wildfires have killed 21 people" https://t.co/XIqc9sNXkv https://t.co/tn5xnsAEck,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563266,RT @TedrickG: JUST IN: 2 more people were killed in Mendocino County - from the wildfires. Now a total of 13 dead in Northern CA wildfires _Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563267,13 confirmed dead in #wildfires from Monday. Better conditions 2 fight the fires (way less wind) today #California https://t.co/ZMRzUlzmnq,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563268,Here's our coverage of the wildfires roaring through California over the past 24 hrs. Stay safe out there #napafire https://t.co/b36xi2w9Du,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563269,#businessnews @bbcnews how is this effecting your business? Wildfires in California: Wine industry counts cost ... https://t.co/0j7pYmlGJt,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563270,RT people "28-Year-Old Woman in Wheelchair Dies in California Wildfires as Father Tries to Save Her  Says Aunt https://t.co/8DTVFGvIga",Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563271,RT @mnforestry: Since 2016  cost to fight & put out wildfires in MN = $8.5m  Be safe w/ fire. https://t.co/9ajpbqsUxq #OnlyYou #FirePrevent_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563272,Explosive wildfires burn deep into California wine country  - The Indian EXPRESS  To get latest news updates... https://t.co/UwwGKEE8So,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563274,If you want to help wildfire victims  you can donate money to established relief agencies. My latest for @ABC https://t.co/LeAEtxDg1Y,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563279,Multiple wind-driven wildfires are burning across Sonoma and Napa Counties  including Santa Rosa.The fire has spr_Ñ_ https://t.co/n6AW7zyYSv,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563280,RT @Fan960Wills: A familiar scene for people in BC and Alberta. It's extremely smoky in Anaheim with #wildfires in California. https://t.co_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563281,Russian Emergencies Minister sent an offer of assistance in suppressing the ongoing wildfires_ªÓ‚ in t/ state of_Ñ_ https://t.co/kaWYmYOB7p,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563282,News5Alert: Former San Francisco Giants pitcher and his family had to flee from wildfires in Northern California. https://t.co/UqAwZXrH0T,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563283,Thousands flee as wildfires ravage California; 21 killed #EVACUATIONS #NOW https://t.co/ZPeHcfOMqu With mandatory evacuation orders still _Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563284,UPDATE: Death toll in #NorCalFires rises to 15; new deaths reported in #Sonoma County.https://t.co/9fzWiIsnSi,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563285,BBCWorld : RT DaveLeeBBC: 15 people now confirmed to have died in California's wildfires. (via Twitter_Ñ_ https://t.co/VmzXoRFOa6,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563287,Napa Sonoma wineries on high alert RT @livemint: Death toll reaches 15 as wildfires torch California wineries https://t.co/gnw0yOEtmL,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563288,California wildfires hit wine country  burning hotels and threatening vineyardsCalifornia wildfires hit wine count_Ñ_ https://t.co/JEU92lqJuT,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
1907563290,RT @MarketWatch: Wine country was the most recent victim of wildfires  but California is STILL cleaning up from previous fires https://t.co_Ñ_,Information not originating from eyewitnesses of the event or of response/recovery operations  nor from their family  friends  neighbors  etc.
