_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,accessible,accessible:confidence,relevant,relevant:confidence,what_is_the_source_of_the_information_communicated_in_this_tweet,what_is_the_source_of_the_information_communicated_in_this_tweet:confidence,accessible_gold,relevant_gold,tweet_link,what_is_the_source_of_the_information_communicated_in_this_tweet_gold
1907563163,false,finalized,3,9/13/2018 03:44:48,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/49577208/status/917659184694480901,
1907563165,false,finalized,3,9/13/2018 02:07:28,false,1.0,,,,,,,https://twitter.com/897917577283940352/status/918505715320414208,
1907563166,false,finalized,3,9/13/2018 02:08:14,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/816441139867750401/status/918270204123152385,
1907563167,false,finalized,3,9/13/2018 01:09:43,false,0.6691,,0,,0,,,https://twitter.com/904957120151306241/status/917340025209151490,
1907563168,false,finalized,3,9/13/2018 02:48:08,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/768565036553867264/status/918185219437367296,
1907563169,false,finalized,4,9/13/2018 01:47:48,false,1.0,,,,,,,https://twitter.com/3130921727/status/917837472071061510,
1907563170,false,finalized,3,9/13/2018 04:18:18,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6753,,,https://twitter.com/191580617/status/918009768719024128,
1907563171,false,finalized,3,9/13/2018 03:09:42,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/594050440/status/918449505300811776,
1907563172,false,finalized,3,9/13/2018 01:43:25,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/189934783/status/918170281515954177,
1907563173,false,finalized,3,9/13/2018 03:11:56,true,0.6702,true,0.6702,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6702,,,https://twitter.com/808545/status/917484992527306752,
1907563174,false,finalized,3,9/13/2018 03:33:22,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/773224952828923912/status/917825140951539712,
1907563175,false,finalized,3,9/13/2018 03:09:47,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/538179357/status/917343007762010112,
1907563176,false,finalized,3,9/13/2018 03:15:01,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2241804301/status/917401890966585346,
1907563177,false,finalized,3,9/13/2018 01:09:45,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/40173650/status/917626106924163072,
1907563178,false,finalized,4,9/13/2018 01:18:48,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/40173650/status/918518768086773765,
1907563179,false,finalized,3,9/13/2018 01:37:17,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/707116187742654464/status/918383407553503232,
1907563180,false,finalized,3,9/13/2018 03:05:11,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/22794611/status/917785226998308864,
1907563181,false,finalized,3,9/13/2018 03:12:06,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2727882856/status/918504215642701825,
1907563182,false,finalized,3,9/13/2018 03:19:33,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/830417836275286016/status/918193210849099776,
1907563183,false,finalized,3,9/13/2018 02:41:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/735796770832277504/status/917564113294970880,
1907563184,false,finalized,3,9/13/2018 03:18:56,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/848538281260331008/status/918175872175300610,
1907563185,false,finalized,3,9/13/2018 03:34:52,false,1.0,,,,,,,https://twitter.com/704114852508270592/status/918400651805233152,
1907563186,false,finalized,3,9/13/2018 03:09:14,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/18352761/status/917511123649355777,
1907563187,false,finalized,3,9/13/2018 03:02:15,false,1.0,,,,,,,https://twitter.com/1632305876/status/917585842620821504,
1907563188,false,finalized,3,9/13/2018 02:04:58,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/888117139093180417/status/917785771850866690,
1907563190,false,finalized,3,9/13/2018 02:49:35,false,1.0,,,,,,,https://twitter.com/771752704439881728/status/918416365677154304,
1907563191,false,finalized,4,9/13/2018 02:45:54,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/844070640/status/917649232361934848,
1907563192,false,finalized,4,9/13/2018 02:52:40,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/467972099/status/917551942079057921,
1907563194,false,finalized,3,9/13/2018 03:27:16,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/767366699729448960/status/917920983352270849,
1907563195,false,finalized,3,9/13/2018 03:27:16,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/127436875/status/917623168973631488,
1907563196,false,finalized,3,9/13/2018 03:40:31,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/892623173069533185/status/917625667528904705,
1907563197,false,finalized,3,9/13/2018 03:44:14,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/21094888/status/918424626115555328,
1907563198,false,finalized,3,9/13/2018 03:15:07,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/29467516/status/918501669909905408,
1907563199,false,finalized,3,9/13/2018 02:12:27,false,1.0,,,,,,,https://twitter.com/3032962760/status/917867461399187456,
1907563200,false,finalized,3,9/13/2018 02:47:54,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/27921148/status/917534067540729856,
1907563201,false,finalized,3,9/13/2018 03:04:04,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6616,,,https://twitter.com/389239950/status/917380307166179328,
1907563202,false,finalized,3,9/13/2018 02:42:08,true,1.0,true,0.6625,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6625,,,https://twitter.com/140399326/status/917712848872026113,
1907563203,false,finalized,3,9/13/2018 03:09:51,false,1.0,,,,,,,https://twitter.com/4567277491/status/917532388426637313,
1907563204,false,finalized,3,9/13/2018 03:11:51,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/71277067/status/917683558524817409,
1907563205,false,finalized,3,9/13/2018 01:55:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/3246280446/status/918156719363993600,
1907563206,false,finalized,3,9/13/2018 03:49:42,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/27172412/status/917961779707293696,
1907563208,false,finalized,4,9/13/2018 02:19:25,true,0.7513,true,0.7513,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.7513,,,https://twitter.com/987698184/status/918229686278291458,
1907563209,false,finalized,3,9/13/2018 03:27:16,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6645,,,https://twitter.com/1365313591/status/917395993834000385,
1907563210,false,finalized,3,9/13/2018 02:46:21,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/629981616/status/917667805528334337,
1907563211,false,finalized,3,9/13/2018 03:08:36,false,1.0,,,,,,,https://twitter.com/31771149/status/917513969480421378,
1907563212,false,finalized,4,9/13/2018 03:05:09,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/20562637/status/918505354547343360,
1907563213,false,finalized,3,9/13/2018 02:46:47,false,1.0,,,,,,,https://twitter.com/805463957200891904/status/917585699502731265,
1907563214,false,finalized,4,9/13/2018 01:36:11,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/157821974/status/917527159341645824,
1907563215,false,finalized,3,9/13/2018 02:42:13,false,1.0,,,,,,,https://twitter.com/188212530/status/917583909763801089,
1907563216,false,finalized,3,9/13/2018 02:50:40,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/1967861616/status/917539945144709120,
1907563217,false,finalized,3,9/13/2018 01:17:44,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/134156687/status/917373029595746304,
1907563218,false,finalized,3,9/13/2018 02:12:27,true,1.0,true,0.6658,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6658,,,https://twitter.com/2233980529/status/917787167451242502,
1907563219,false,finalized,3,9/13/2018 04:20:11,false,1.0,,,,,,,https://twitter.com/2296562179/status/917954648341925891,
1907563220,false,finalized,3,9/13/2018 03:29:44,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/3297278041/status/917660129482375168,
1907563221,false,finalized,3,9/13/2018 02:47:58,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2542439420/status/918512118281920512,
1907563222,false,finalized,4,9/13/2018 01:13:25,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/20097362/status/918400963605663744,
1907563223,false,finalized,3,9/13/2018 02:47:58,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6623,,,https://twitter.com/195523756/status/917660515949776896,
1907563224,false,finalized,4,9/13/2018 02:48:32,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/1599369908/status/918203166063284224,
1907563225,false,finalized,3,9/13/2018 02:49:57,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/3259070490/status/917917956763369472,
1907563226,false,finalized,3,9/13/2018 03:13:34,false,1.0,,,,,,,https://twitter.com/3742570517/status/917551884084432898,
1907563227,false,finalized,3,9/13/2018 03:23:18,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/3755385073/status/917879819597000704,
1907563228,false,finalized,3,9/13/2018 02:44:51,false,1.0,,,,,,,https://twitter.com/792686350419922944/status/917514221923037184,
1907563229,false,finalized,3,9/13/2018 03:11:37,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/102325185/status/917493379017175040,
1907563230,false,finalized,3,9/13/2018 03:13:10,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/168695355/status/918519109515661312,
1907563231,false,finalized,3,9/13/2018 01:40:54,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/901191025892274176/status/917696635546640384,
1907563232,false,finalized,3,9/13/2018 03:15:36,true,1.0,true,0.6728,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6728,,,https://twitter.com/37273034/status/918263639559114752,
1907563233,false,finalized,3,9/13/2018 02:42:22,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/1400514948/status/917354926442983424,
1907563234,false,finalized,3,9/13/2018 02:04:04,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/66179557/status/917554584268300288,
1907563235,false,finalized,4,9/13/2018 01:50:56,false,0.7527,,0,,0,,,https://twitter.com/3439794014/status/917473835707924480,
1907563236,false,finalized,3,9/13/2018 03:47:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/793643737/status/917626255918485506,
1907563237,false,finalized,3,9/13/2018 03:14:26,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/20724055/status/918181269615316992,
1907563238,false,finalized,5,9/13/2018 01:02:42,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/113897359/status/917650697327398912,
1907563239,false,finalized,3,9/13/2018 02:49:35,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/3023839951/status/917573346786775040,
1907563240,false,finalized,3,9/13/2018 02:49:43,true,1.0,false,0.6744,,0,,,https://twitter.com/753777613773168640/status/917593312751706118,
1907563241,false,finalized,4,9/13/2018 01:55:47,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/880516946931859456/status/917515584740376576,
1907563242,false,finalized,3,9/13/2018 03:47:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/911358779014266880/status/917491912591810560,
1907563243,false,finalized,3,9/13/2018 03:19:22,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2254871191/status/918217674911608832,
1907563244,false,finalized,4,9/13/2018 01:55:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/714386061833728001/status/917615843563003904,
1907563245,false,finalized,4,9/13/2018 00:59:07,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/64431010/status/917884925268955141,
1907563246,false,finalized,3,9/13/2018 03:14:16,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/14634993/status/917458365965410306,
1907563247,false,finalized,3,9/13/2018 02:43:12,true,1.0,true,0.6667,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6667,,,https://twitter.com/2408208542/status/917570834876813312,
1907563248,false,finalized,3,9/13/2018 03:02:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2371417675/status/917575239445262336,
1907563250,false,finalized,3,9/13/2018 01:41:57,false,1.0,,,,,,,https://twitter.com/460788857/status/917800903285137408,
1907563251,false,finalized,3,9/13/2018 02:17:43,false,1.0,,,,,,,https://twitter.com/877474742273486848/status/918485577711964161,
1907563252,false,finalized,3,9/13/2018 03:25:08,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/92677101/status/918222000803450882,
1907563253,false,finalized,3,9/13/2018 02:27:05,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2867067182/status/917925708894261248,
1907563254,false,finalized,3,9/13/2018 01:27:46,true,1.0,false,0.6686,,0,,,https://twitter.com/59787830/status/918487676029988864,
1907563255,false,finalized,3,9/13/2018 02:45:13,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/2794126314/status/917532747052265473,
1907563257,false,finalized,4,9/13/2018 02:10:02,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/535554692/status/917592459789590529,
1907563258,false,finalized,3,9/13/2018 01:52:24,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,https://twitter.com/25531732/status/918229098521968640,
