_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,accessible,accessible:confidence,relevant,relevant:confidence,what_is_the_source_of_the_information_communicated_in_this_tweet,what_is_the_source_of_the_information_communicated_in_this_tweet:confidence,accessible_gold,information_source,relevant_gold,tweet_link,what_is_the_source_of_the_information_communicated_in_this_tweet_gold
1648638475,false,finalized,3,3/23/2018 23:09:15,true,1.0,true,0.6701,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6701,,,,https://twitter.com/156099397/status/902117057344524293,
1648638478,false,finalized,3,3/24/2018 00:54:48,true,1.0,true,0.6686,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6686,,,,https://twitter.com/32064138/status/901448643944820738,
1648638479,false,in progress,2,3/23/2018 21:26:32,true,1.0,true,1.0,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",0.5185,,,,https://twitter.com/196802928/status/901225050338193408,
1648638480,false,finalized,3,3/24/2018 00:46:36,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/489667049/status/903370450083991553,
1648638482,false,finalized,3,3/23/2018 21:08:44,true,1.0,true,0.6618,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.3333,,,,https://twitter.com/3276995688/status/902210524477345792,
1648638483,false,finalized,3,3/24/2018 00:55:51,true,1.0,true,0.6713,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",0.6713,,,,https://twitter.com/2984800023/status/902284736906895360,
1648638485,false,finalized,3,3/23/2018 23:40:46,true,1.0,false,0.6534,,0,,,,https://twitter.com/804149659748990976/status/901062177167159298,
1648638488,false,finalized,3,3/24/2018 00:36:52,true,1.0,true,1.0,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",0.653,,,,https://twitter.com/140238081/status/901462720611991553,
1648638491,false,finalized,3,3/24/2018 00:03:13,true,1.0,false,0.6561,,0,,,,https://twitter.com/875483646668533764/status/901103328859480064,
1648638492,false,finalized,3,3/24/2018 01:13:03,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2666636407/status/901921527335145475,
1648638495,false,finalized,3,3/23/2018 22:19:16,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/26774590/status/901432702582304768,
1648638497,false,in progress,2,3/23/2018 15:53:25,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2254252074/status/903356161352540160,
1648638498,false,finalized,3,3/24/2018 01:25:41,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/411964108/status/901650471236009985,
1648638499,false,finalized,3,3/23/2018 22:11:16,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6629,,,,https://twitter.com/591166408/status/901488425748107264,
1648638500,false,finalized,3,3/23/2018 22:06:40,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/798890670/status/901399484013436929,
1648638501,false,finalized,3,3/24/2018 01:33:53,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/298577059/status/901136016786018304,
1648638502,false,finalized,3,3/24/2018 01:19:30,true,1.0,true,0.6785,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6785,,,,https://twitter.com/23455765/status/902126840525021185,
1648638503,false,finalized,3,3/24/2018 01:24:09,true,1.0,false,1.0,,,,,,https://twitter.com/70196696/status/902943794710097921,
1648638505,false,finalized,3,3/24/2018 00:38:00,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6749,,,,https://twitter.com/312015080/status/901556130014535681,
1648638506,false,finalized,3,3/24/2018 00:14:50,true,1.0,true,0.6686,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6686,,,,https://twitter.com/4121124994/status/902277097737027584,
1648638508,false,finalized,3,3/24/2018 01:15:41,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2970795663/status/903016381813329929,
1648638510,false,finalized,3,3/24/2018 00:08:17,true,1.0,true,1.0,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2416942008/status/901632493086019584,
1648638512,false,finalized,3,3/23/2018 23:04:25,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/3404506167/status/901826441024872449,
1648638516,false,finalized,3,3/24/2018 01:19:02,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2431054992/status/901274940007231490,
1648638518,false,finalized,3,3/24/2018 01:07:24,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/3244264431/status/901555669387661313,
1648638519,false,finalized,3,3/24/2018 01:19:47,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/788532739288866820/status/902315562272866304,
1648638520,false,finalized,3,3/24/2018 01:21:48,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/110967761/status/901211831129305089,
1648638521,false,in progress,2,"",true,1.0,true,0.5045,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",0.5045,,,,https://twitter.com/3039658462/status/901197685822279680,
1648638522,false,in progress,2,3/24/2018 01:24:07,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.5097,,,,https://twitter.com/206844298/status/901680804799156225,
1648638523,false,in progress,2,3/24/2018 01:19:49,true,1.0,true,0.5128,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.5128,,,,https://twitter.com/41519303/status/902999908768256008,
1648638524,false,finalized,3,3/24/2018 00:37:07,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/291512778/status/901341771988434944,
1648638525,false,in progress,2,3/23/2018 21:30:01,false,1.0,,,,,,,,https://twitter.com/3004719565/status/903324739518828545,
1648638529,false,in progress,2,3/24/2018 01:01:10,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2207275615/status/902969188729409536,
1648638530,false,finalized,3,3/23/2018 23:27:48,false,1.0,,,,,,,,https://twitter.com/846093179971604481/status/902927559616323584,
1648638531,false,finalized,3,3/24/2018 00:52:40,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/899856858298671105/status/902195532315185152,
1648638533,false,finalized,3,3/24/2018 01:17:16,false,1.0,,,,,,,,https://twitter.com/17887243/status/901471576033562624,
1648638534,false,finalized,3,3/24/2018 00:38:28,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/715682467449995264/status/902338176202797056,
1648638535,false,finalized,3,3/24/2018 00:16:55,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6819,,,,https://twitter.com/23254781/status/901625306724921348,
1648638537,false,finalized,3,3/24/2018 00:56:20,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/26679552/status/901508711792824321,
1648638538,false,finalized,3,3/23/2018 21:03:20,true,1.0,true,1.0,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/68341255/status/901600545206657025,
1648638540,false,in progress,2,3/24/2018 00:37:25,false,1.0,,,,,,,,https://twitter.com/2877086186/status/901885341275230209,
1648638541,false,finalized,3,3/24/2018 01:28:25,true,1.0,true,0.6701,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6701,,,,https://twitter.com/14367425/status/902430488521879552,
1648638542,false,finalized,3,3/24/2018 01:21:23,true,1.0,true,0.6809,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6809,,,,https://twitter.com/28882005/status/901432500001665025,
1648638543,false,finalized,3,3/24/2018 01:26:54,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/2233182751/status/901930967308296192,
1648638544,false,finalized,3,3/24/2018 00:52:45,true,0.6745,true,0.6745,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6745,,,,https://twitter.com/40303524/status/901506978874351616,
1648638546,false,in progress,2,3/23/2018 21:09:02,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/17942220/status/902201999311155200,
1648638547,false,finalized,3,3/24/2018 00:32:23,true,1.0,true,0.6803,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.3458,,,,https://twitter.com/369874101/status/902359179767287809,
1648638548,false,finalized,3,3/23/2018 21:39:04,true,0.6699,false,0.6699,,,,,,https://twitter.com/2799319651/status/902668700725125120,
1648638549,false,finalized,3,3/24/2018 00:14:56,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/824601116646211584/status/901041757462441984,
1648638550,false,finalized,3,3/24/2018 00:34:34,false,0.6553,,0,,0,,,,https://twitter.com/2448611485/status/901199555018067970,
1648638552,false,finalized,3,3/23/2018 19:35:43,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/137924902/status/902224153067102208,
1648638554,false,finalized,3,3/24/2018 01:22:25,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6762,,,,https://twitter.com/21686835/status/901849091658969088,
1648638555,false,finalized,3,3/24/2018 00:18:28,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/286819564/status/901536911659061248,
1648638556,false,finalized,3,3/24/2018 00:34:05,true,1.0,true,0.6628,"Information originating from eyewitnesses of the event or of response/recovery operations, or from their family, friends, neighbors, etc.",0.3367,,,,https://twitter.com/2888095567/status/901567658583355392,
1648638558,false,finalized,3,3/23/2018 23:36:36,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6699,,,,https://twitter.com/3286949390/status/901538861158772736,
1648638559,false,in progress,1,"",true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/98520931/status/901656327042326529,
1648638560,false,finalized,3,3/23/2018 21:06:00,true,1.0,true,0.6579,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",0.6579,,,,https://twitter.com/2756720878/status/901899075435589633,
1648638561,false,finalized,3,3/24/2018 00:09:14,false,1.0,,,,,,,,https://twitter.com/131725363/status/901677819461324800,
1648638564,false,in progress,1,"",true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/140604619/status/901409855407353857,
1648638566,false,in progress,2,3/23/2018 20:15:09,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/48131858/status/901231239541207041,
1648638567,false,finalized,3,3/24/2018 01:14:44,true,1.0,false,0.6589,,0,,,,https://twitter.com/606886330/status/901139701347889152,
1648638569,false,finalized,3,3/24/2018 01:18:47,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/87035001/status/902582786401460224,
1648638570,false,finalized,3,3/24/2018 00:20:03,true,1.0,true,1.0,"Information not originating from eyewitnesses of the event or of response/recovery operations, nor from their family, friends, neighbors, etc.",1.0,,,,https://twitter.com/845512280808787968/status/901775427169124352,
1648638572,false,finalized,3,3/23/2018 23:34:47,true,1.0,false,0.6685,,0,,,,https://twitter.com/145492932/status/902877377344282624,
